Version Name,Data Link,Meta Link,Data Url
Израсходовано воды на собственные производственные нужды,https://data.egov.kz/api/v4/zheke_ondiristik_kazhettilikte/v7?apiKey=yourApiKey,https://data.egov.kz/meta/zheke_ondiristik_kazhettilikte/v7?pretty,https://data.egov.kz/datasets/view?index=zheke_ondiristik_kazhettilikte
Отпущено воды потребителям,https://data.egov.kz/api/v4/tutynushylarga_zhiberilgen_su/v5?apiKey=yourApiKey,https://data.egov.kz/meta/tutynushylarga_zhiberilgen_su/v5?pretty,https://data.egov.kz/datasets/view?index=tutynushylarga_zhiberilgen_su
Подано воды в сеть,https://data.egov.kz/api/v4/zhelige_berilgen_su/v5?apiKey=yourApiKey,https://data.egov.kz/meta/zhelige_berilgen_su/v5?pretty,https://data.egov.kz/datasets/view?index=zhelige_berilgen_su
Поднято воды насосными станциями 1 подъема,https://data.egov.kz/api/v4/1_koterimdegi_sorgy_stanciyala/v5?apiKey=yourApiKey,https://data.egov.kz/meta/1_koterimdegi_sorgy_stanciyala/v5?pretty,https://data.egov.kz/datasets/view?index=1_koterimdegi_sorgy_stanciyala
Поднято подземной воды,https://data.egov.kz/api/v4/zher_asty_suynyn_koterilgeni/v1?apiKey=yourApiKey,https://data.egov.kz/meta/zher_asty_suynyn_koterilgeni/v1?pretty,https://data.egov.kz/datasets/view?index=zher_asty_suynyn_koterilgeni
Пропущено сточных вод,https://data.egov.kz/api/v4/zhiberilgen_akaba_su/v5?apiKey=yourApiKey,https://data.egov.kz/meta/zhiberilgen_akaba_su/v5?pretty,https://data.egov.kz/datasets/view?index=zhiberilgen_akaba_su
Пропущено воды через очистные сооружения,https://data.egov.kz/api/v4/tazartu_imaraty_arkyly_otkizil/v3?apiKey=yourApiKey,https://data.egov.kz/meta/tazartu_imaraty_arkyly_otkizil/v3?pretty,https://data.egov.kz/datasets/view?index=tazartu_imaraty_arkyly_otkizil
Среднесуточный отпуск воды в расчете на 1 жителя,https://data.egov.kz/api/v4/sudyn_bir_adamga_eseptegende_o/v6?apiKey=yourApiKey,https://data.egov.kz/meta/sudyn_bir_adamga_eseptegende_o/v6?pretty,https://data.egov.kz/datasets/view?index=sudyn_bir_adamga_eseptegende_o
утечка и неучтенный расход воды в % ко всей поданной воде в сеть,https://data.egov.kz/api/v4/sudyn_ysyrap_bolgany_zhane_ese1/v5?apiKey=yourApiKey,https://data.egov.kz/meta/sudyn_ysyrap_bolgany_zhane_ese1/v5?pretty,https://data.egov.kz/datasets/view?index=sudyn_ysyrap_bolgany_zhane_ese1
"Число уличных водоразборов (будок, колонок, кранов)",https://data.egov.kz/api/v4/koshedegi_su_taratatyn_kurylgy2/v5?apiKey=yourApiKey,https://data.egov.kz/meta/koshedegi_su_taratatyn_kurylgy2/v5?pretty,https://data.egov.kz/datasets/view?index=koshedegi_su_taratatyn_kurylgy2
Число сооружений системы водоснабжения,https://data.egov.kz/api/v4/su_kubyry_imarattarynyn_sany/v5?apiKey=yourApiKey,https://data.egov.kz/meta/su_kubyry_imarattarynyn_sany/v5?pretty,https://data.egov.kz/datasets/view?index=su_kubyry_imarattarynyn_sany
Число отдельных водопроводных сетей,https://data.egov.kz/api/v4/zheke_su_kubyry_zhelilerinin_s3/v6?apiKey=yourApiKey,https://data.egov.kz/meta/zheke_su_kubyry_zhelilerinin_s3/v6?pretty,https://data.egov.kz/datasets/view?index=zheke_su_kubyry_zhelilerinin_s3
Число сооружений системы водоотведения,https://data.egov.kz/api/v4/su_buru_zhuiesi_imarattardyn_s/v1?apiKey=yourApiKey,https://data.egov.kz/meta/su_buru_zhuiesi_imarattardyn_s/v1?pretty,https://data.egov.kz/datasets/view?index=su_buru_zhuiesi_imarattardyn_s
Число аварий сооружений системы водоотведения,https://data.egov.kz/api/v4/su_buru_zhuiesi_imarattarynyn_/v6?apiKey=yourApiKey,https://data.egov.kz/meta/su_buru_zhuiesi_imarattarynyn_/v6?pretty,https://data.egov.kz/datasets/view?index=su_buru_zhuiesi_imarattarynyn_
Разрешенный выброс загрязняющих веществ в атмосферу по предприятиям с установленными нормами предельно-допустимых выбросов,https://data.egov.kz/api/v4/zhol_beriletin_shekti_shygaryn11/v7?apiKey=yourApiKey,https://data.egov.kz/meta/zhol_beriletin_shekti_shygaryn11/v7?pretty,https://data.egov.kz/datasets/view?index=zhol_beriletin_shekti_shygaryn11
"Количество стационарных источников выбросов, оборудованных очистными сооружениями",https://data.egov.kz/api/v4/tazartu_imarattarymen_zhabdykt/v5?apiKey=yourApiKey,https://data.egov.kz/meta/tazartu_imarattarymen_zhabdykt/v5?pretty,https://data.egov.kz/datasets/view?index=tazartu_imarattarymen_zhabdykt
Внешнеторговый оборот Республики Казахстан,https://data.egov.kz/api/v4/2008_zhyldan_bastap_kazakstan_8/v3?apiKey=yourApiKey,https://data.egov.kz/meta/2008_zhyldan_bastap_kazakstan_8/v3?pretty,https://data.egov.kz/datasets/view?index=2008_zhyldan_bastap_kazakstan_8
Товарооборот Республики Казахстан с государствами-членами Евразийского экономического союза,https://data.egov.kz/api/v4/tovarooborot_respubliki_kazakh3/v3?apiKey=yourApiKey,https://data.egov.kz/meta/tovarooborot_respubliki_kazakh3/v3?pretty,https://data.egov.kz/datasets/view?index=tovarooborot_respubliki_kazakh3
Доля экспорта обрабатывающей промышленности в общем объеме экспорта,https://data.egov.kz/api/v4/eksporttyn_zhalpy_kolemindegi_4/v3?apiKey=yourApiKey,https://data.egov.kz/meta/eksporttyn_zhalpy_kolemindegi_4/v3?pretty,https://data.egov.kz/datasets/view?index=eksporttyn_zhalpy_kolemindegi_4
Экспорт нефти,https://data.egov.kz/api/v4/munai_eksporty1/v1?apiKey=yourApiKey,https://data.egov.kz/meta/munai_eksporty1/v1?pretty,https://data.egov.kz/datasets/view?index=munai_eksporty1
Количество зарегистрированных юридических лиц из Статистического бизнес-регистра,https://data.egov.kz/api/v4/statistikalyk_biznes-tirkelimn19/v48?apiKey=yourApiKey,https://data.egov.kz/meta/statistikalyk_biznes-tirkelimn19/v48?pretty,https://data.egov.kz/datasets/view?index=statistikalyk_biznes-tirkelimn19
Количество действующих юридических лиц из статистического бизнес-регистра,https://data.egov.kz/api/v4/statistikalyk_biznes-tirkelimn20/v51?apiKey=yourApiKey,https://data.egov.kz/meta/statistikalyk_biznes-tirkelimn20/v51?pretty,https://data.egov.kz/datasets/view?index=statistikalyk_biznes-tirkelimn20
Общая площадь введенных в эксплуатацию жилых зданий,https://data.egov.kz/api/v4/opendata-api-uri350/v1?apiKey=yourApiKey,https://data.egov.kz/meta/opendata-api-uri350/v1?pretty,https://data.egov.kz/datasets/view?index=opendata-api-uri350
Инвестиции в основной капитал,https://data.egov.kz/api/v4/invest6/v7?apiKey=yourApiKey,https://data.egov.kz/meta/invest6/v7?pretty,https://data.egov.kz/datasets/view?index=invest6
"Число культурно-досуговых организаций по видам, единиц",https://data.egov.kz/api/v4/madeni-demalys_uiymdarynyn_tur1/v4?apiKey=yourApiKey,https://data.egov.kz/meta/madeni-demalys_uiymdarynyn_tur1/v4?pretty,https://data.egov.kz/datasets/view?index=madeni-demalys_uiymdarynyn_tur1
"Число проведенных культурно-массовых мероприятий для детей культурно-досуговыми организациями, единиц",https://data.egov.kz/api/v4/madeni-demalys_uiymdarynyn_bal/v4?apiKey=yourApiKey,https://data.egov.kz/meta/madeni-demalys_uiymdarynyn_bal/v4?pretty,https://data.egov.kz/datasets/view?index=madeni-demalys_uiymdarynyn_bal
"Число участников кружков, курсов прикладного творчества и прикладных знаний, любительских объединений и клубов по интересам, человек",https://data.egov.kz/api/v4/kyzygushylyktary_boiynsha_kold/v5?apiKey=yourApiKey,https://data.egov.kz/meta/kyzygushylyktary_boiynsha_kold/v5?pretty,https://data.egov.kz/datasets/view?index=kyzygushylyktary_boiynsha_kold
Число участников коллективов самодеятельного творчества по жанрам,https://data.egov.kz/api/v4/korkemonerpaz_shygarmashylygyn/v4?apiKey=yourApiKey,https://data.egov.kz/meta/korkemonerpaz_shygarmashylygyn/v4?pretty,https://data.egov.kz/datasets/view?index=korkemonerpaz_shygarmashylygyn
Число пользователей библиотек,https://data.egov.kz/api/v4/kitaphanalardagy_paidalanushyl/v4?apiKey=yourApiKey,https://data.egov.kz/meta/kitaphanalardagy_paidalanushyl/v4?pretty,https://data.egov.kz/datasets/view?index=kitaphanalardagy_paidalanushyl
Число посещений библиотек,https://data.egov.kz/api/v4/kitaphanaga_kelushiler_sany2/v5?apiKey=yourApiKey,https://data.egov.kz/meta/kitaphanaga_kelushiler_sany2/v5?pretty,https://data.egov.kz/datasets/view?index=kitaphanaga_kelushiler_sany2
"Число кружков, курсов прикладного творчества и прикладных знаний, любительских объединений и клубов по интересам, единиц",https://data.egov.kz/api/v4/kyzygushylyktary_boiynsha_kold1/v3?apiKey=yourApiKey,https://data.egov.kz/meta/kyzygushylyktary_boiynsha_kold1/v3?pretty,https://data.egov.kz/datasets/view?index=kyzygushylyktary_boiynsha_kold1
"Число театров, единиц",https://data.egov.kz/api/v4/teatrlar_sany/v4?apiKey=yourApiKey,https://data.egov.kz/meta/teatrlar_sany/v4?pretty,https://data.egov.kz/datasets/view?index=teatrlar_sany
"Число зрителей на мероприятиях, проведенных на площадке своего театра, человек",https://data.egov.kz/api/v4/oz_teatrynyn_alanynda_otkizilg/v4?apiKey=yourApiKey,https://data.egov.kz/meta/oz_teatrynyn_alanynda_otkizilg/v4?pretty,https://data.egov.kz/datasets/view?index=oz_teatrynyn_alanynda_otkizilg
"Число мероприятий, проведенных на площадке своего театра, единиц",https://data.egov.kz/api/v4/oz_teatrynyn_alanynda_otkizilg1/v4?apiKey=yourApiKey,https://data.egov.kz/meta/oz_teatrynyn_alanynda_otkizilg1/v4?pretty,https://data.egov.kz/datasets/view?index=oz_teatrynyn_alanynda_otkizilg1
"Число посетителей кино, человек",https://data.egov.kz/api/v4/kinoga_kelushiler_sany/v8?apiKey=yourApiKey,https://data.egov.kz/meta/kinoga_kelushiler_sany/v8?pretty,https://data.egov.kz/datasets/view?index=kinoga_kelushiler_sany
Число музеев,https://data.egov.kz/api/v4/muzeiler_sany/v5?apiKey=yourApiKey,https://data.egov.kz/meta/muzeiler_sany/v5?pretty,https://data.egov.kz/datasets/view?index=muzeiler_sany
Число киносеансов,https://data.egov.kz/api/v4/kinoseanstar_sany/v4?apiKey=yourApiKey,https://data.egov.kz/meta/kinoseanstar_sany/v4?pretty,https://data.egov.kz/datasets/view?index=kinoseanstar_sany
Административно-территориальные единицы Республики Казахстан,https://data.egov.kz/api/v4/kazakstan_respublikasynyn_akim9/v6?apiKey=yourApiKey,https://data.egov.kz/meta/kazakstan_respublikasynyn_akim9/v6?pretty,https://data.egov.kz/datasets/view?index=kazakstan_respublikasynyn_akim9
"Количество действующих юридических лиц, с численностью свыше 100 человек, из Статистического бизнес-регистра",https://data.egov.kz/api/v4/statistikalyk_biznes-tirkelimn22/v49?apiKey=yourApiKey,https://data.egov.kz/meta/statistikalyk_biznes-tirkelimn22/v49?pretty,https://data.egov.kz/datasets/view?index=statistikalyk_biznes-tirkelimn22
"Объем производства промышленной продукции (товаров, услуг)",https://data.egov.kz/api/v4/volume_of_industrial_productio/v4?apiKey=yourApiKey,https://data.egov.kz/meta/volume_of_industrial_productio/v4?pretty,https://data.egov.kz/datasets/view?index=volume_of_industrial_productio
Объем производства продуктов питания,https://data.egov.kz/api/v4/food_production_volume/v5?apiKey=yourApiKey,https://data.egov.kz/meta/food_production_volume/v5?pretty,https://data.egov.kz/datasets/view?index=food_production_volume
Индекс промышленного производства,https://data.egov.kz/api/v4/indices_of_industrial_producti/v5?apiKey=yourApiKey,https://data.egov.kz/meta/indices_of_industrial_producti/v5?pretty,https://data.egov.kz/datasets/view?index=indices_of_industrial_producti
"Численность работников выполняющих работы по договорам гражданско-правового характера,человек",https://data.egov.kz/api/v4/zhumysty_azamattyk-kukyktyk_si/v4?apiKey=yourApiKey,https://data.egov.kz/meta/zhumysty_azamattyk-kukyktyk_si/v4?pretty,https://data.egov.kz/datasets/view?index=zhumysty_azamattyk-kukyktyk_si
Утечка и неучтенный расход воды,https://data.egov.kz/api/v4/sudyn_ysyrap_bolgany_zhane_ese3/v1?apiKey=yourApiKey,https://data.egov.kz/meta/sudyn_ysyrap_bolgany_zhane_ese3/v1?pretty,https://data.egov.kz/datasets/view?index=sudyn_ysyrap_bolgany_zhane_ese3
Информация о трудоустройстве лицах в рамках Президентского молодежного кадрового резерва,https://data.egov.kz/api/v4/information_about_the_employme25/v1?apiKey=yourApiKey,https://data.egov.kz/meta/information_about_the_employme25/v1?pretty,https://data.egov.kz/datasets/view?index=information_about_the_employme25
Информация о трудоустройстве лицах в рамках Президентского молодежного кадрового резерва (март 2022 года),https://data.egov.kz/api/v4/information_on_the_employment_1/v1?apiKey=yourApiKey,https://data.egov.kz/meta/information_on_the_employment_1/v1?pretty,https://data.egov.kz/datasets/view?index=information_on_the_employment_1
Число мест в читальных залах библиотек,https://data.egov.kz/api/v4/kitaphanalardyn_oku_zaldarynda1/v3?apiKey=yourApiKey,https://data.egov.kz/meta/kitaphanalardyn_oku_zaldarynda1/v3?pretty,https://data.egov.kz/datasets/view?index=kitaphanalardyn_oku_zaldarynda1
Валовой внутренний продукт методом производства,https://data.egov.kz/proxy/opendata-api-uri456?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=opendata-api-uri456
Валовой внутренний продукт методом производства на душу населения,https://data.egov.kz/proxy/zhan_basyna_shakkandagy_ondiri?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=zhan_basyna_shakkandagy_ondiri
Валовая добавленная стоимость в счете производства,https://data.egov.kz/proxy/ondiris_shotyndagy_zhalpy_kosy?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=ondiris_shotyndagy_zhalpy_kosy
Удельный вес регионов в валовом внутреннем продукте,https://data.egov.kz/proxy/opendata-api-uri457?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=opendata-api-uri457
Валовой региональный продукт,https://data.egov.kz/proxy/opendata-api-uri458?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=opendata-api-uri458
Индекс физического объема валового регионального продукта,https://data.egov.kz/proxy/zhalpy_onirlik_onimnin_nakty_k?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=zhalpy_onirlik_onimnin_nakty_k
Валовой региональный продукт на душу населения,https://data.egov.kz/proxy/zhan_basyna_shakkandagy_zhalpy?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=zhan_basyna_shakkandagy_zhalpy
Выпуск продукции индивидуальными предпринимателями,https://data.egov.kz/proxy/zheke_kasipkerlerdin_onim_shyg1?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=zheke_kasipkerlerdin_onim_shyg1
Выпуск продукции субъектами малого и среднего предпринимательства,https://data.egov.kz/proxy/shagyn_zhane_orta_kasipkerlik_11?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=shagyn_zhane_orta_kasipkerlik_11
Выпуск продукции субъектов малого и среднего предпринимательства на душу населения,https://data.egov.kz/proxy/zhan_basyna_shakkanda_shagyn_z1?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=zhan_basyna_shakkanda_shagyn_z1
Среднедушевые номинальные денежные доходы населения,https://data.egov.kz/proxy/opendata-api-uri459?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=opendata-api-uri459
Индекс номинальных денежных доходов,https://data.egov.kz/proxy/opendata-api-uri460?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=opendata-api-uri460
Индекс реальных денежных доходов,https://data.egov.kz/proxy/nakty_akshalai_tabystar_indeks?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=nakty_akshalai_tabystar_indeks
Структура денежных доходов в среднем на душу населения,https://data.egov.kz/proxy/opendata-api-uri461?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=opendata-api-uri461
"Доходы, использованные на потребление, в среднем на душу населения",https://data.egov.kz/proxy/halyktyn_ortasha_zhan_basyna_s?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=halyktyn_ortasha_zhan_basyna_s
"Соотношение доходов, использованных на потребление, с величиной прожиточного минимума",https://data.egov.kz/proxy/tutynuga_zhumsalgan_tabystyn_e?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=tutynuga_zhumsalgan_tabystyn_e
"Доходы домашних хозяйств, использованные на потребление, в среднем на домашнее хозяйство",https://data.egov.kz/proxy/opendata-api-uri463?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=opendata-api-uri463
"Денежные расходы населения, в среднем на душу населения",https://data.egov.kz/proxy/opendata-api-uri464?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=opendata-api-uri464
"Потребительские расходы населения, в среднем на душу населения",https://data.egov.kz/proxy/opendata-api-uri465?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=opendata-api-uri465
"Денежные расходы населения на продовольственные товары, в среднем на душу населения",https://data.egov.kz/proxy/halyktyn_ortasha_zhan_basyna_s1?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=halyktyn_ortasha_zhan_basyna_s1
"Денежные расходы населения на продукты питания, в среднем на душу населения",https://data.egov.kz/proxy/halyktyn_ortasha_zhan_basyna_s6?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=halyktyn_ortasha_zhan_basyna_s6
"Денежные расходы населения на непродовольственные товары, в среднем на душу населения",https://data.egov.kz/proxy/opendata-api-uri466?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=opendata-api-uri466
"Денежные расходы населения на платные услуги, в среднем на душу населения",https://data.egov.kz/proxy/halyktyn_ortasha_zhan_basyna_s43?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=halyktyn_ortasha_zhan_basyna_s43
"Денежные расходы домашних хозяйств, в среднем на домашнее хозяйство",https://data.egov.kz/proxy/ortasha_ui_sharuashylygyna_sha11?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=ortasha_ui_sharuashylygyna_sha11
"Потребительские расходы домашних хозяйств, в среднем на домашнее хозяйство",https://data.egov.kz/proxy/ortasha_ui_sharuashylygyna_sha28?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=ortasha_ui_sharuashylygyna_sha28
"Денежные расходы домашних хозяйств на продовольственные товары, в среднем на домашнее хозяйство",https://data.egov.kz/proxy/ortasha_ui_sharuashylygyna_sha29?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=ortasha_ui_sharuashylygyna_sha29
"Денежные расходы домашних хозяйств на продукты питания, в среднем на домашнее хозяйство",https://data.egov.kz/proxy/ortasha_ui_sharuashylygyna_sha30?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=ortasha_ui_sharuashylygyna_sha30
"Денежные расходы домашних хозяйств на непродовольственные товары, в среднем на домашнее хозяйство",https://data.egov.kz/proxy/ortasha_ui_sharuashylygyna_sha31?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=ortasha_ui_sharuashylygyna_sha31
"Денежные расходы домашних хозяйств на платные услуги, в среднем на домашнее хозяйство",https://data.egov.kz/proxy/ortasha_ui_sharuashylygyna_sha32?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=ortasha_ui_sharuashylygyna_sha32
"Структура денежных расходов населения, в среднем на душу населения",https://data.egov.kz/proxy/halyktyn_ortasha_zhan_basyna_s44?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=halyktyn_ortasha_zhan_basyna_s44
"Структура потребительских расходов населения, в среднем на душу населения",https://data.egov.kz/proxy/opendata-api-uri467?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=opendata-api-uri467
"Структура денежных расходов населения на продукты питания, в среднем на душу населения",https://data.egov.kz/proxy/opendata-api-uri468?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=opendata-api-uri468
"Структура денежных расходов населения на непродовольственные товары, в среднем на душу населения",https://data.egov.kz/proxy/opendata-api-uri469?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=opendata-api-uri469
"Структура денежных расходов населения на платные услуги, в среднем на душу населения",https://data.egov.kz/proxy/halyktyn_ortasha_zhan_basyna_s45?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=halyktyn_ortasha_zhan_basyna_s45
"Доля населения, имеющего доходы ниже величины прожиточного минимума",https://data.egov.kz/proxy/tabysy_en_tomengi_kunkoris_den3?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=tabysy_en_tomengi_kunkoris_den3
"Доля населения, имеющие доходы ниже стоимости продовольственной корзины",https://data.egov.kz/proxy/tabysy_azyk-tulik_korzhynynyn_3?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=tabysy_azyk-tulik_korzhynynyn_3
Потребление основных продуктов питания населением,https://data.egov.kz/proxy/halyktyn_negizgi_tamak_onimder1?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=halyktyn_negizgi_tamak_onimder1
Потребление основных продуктов питания населением с доходами выше величины прожиточного минимума,https://data.egov.kz/proxy/tabysy_en_tomengi_kunkoris_den4?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=tabysy_en_tomengi_kunkoris_den4
Потребление основных продуктов питания населением с доходами ниже величины прожиточного минимума,https://data.egov.kz/proxy/opendata-api-uri470?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=opendata-api-uri470
Индекс потребительских цен,https://data.egov.kz/proxy/tutynu_bagalarynyn_indeksi?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=tutynu_bagalarynyn_indeksi
Индекс цен на платные услуги для населения (по регионам),https://data.egov.kz/proxy/opendata-api-uri471?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=opendata-api-uri471
Величина прожиточного минимума в среднем на душу населения (по районам),https://data.egov.kz/proxy/opendata-api-uri472?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=opendata-api-uri472
"Коэффициент Джини, по 10% группам населения",https://data.egov.kz/proxy/halyktyn_10-dyk_toptary_boiyn6?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=halyktyn_10-dyk_toptary_boiyn6
"Коэффициент Джини, по 20% группам населения",https://data.egov.kz/proxy/halyktyn_20-dyk_toptary_boiyn3?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=halyktyn_20-dyk_toptary_boiyn3
"Коэффициент фондов, по 10% группам населения",https://data.egov.kz/proxy/opendata-api-uri473?apiKey=yourApiKey,,https://data.egov.kz/datasets/view?index=opendata-api-uri473
